file,core_util,clock_period,area_um2,wirelength_um,slack,drc
0.59_1836.txt,0.59,1836.0,35204.751,210979.712,0.3,0
0.59_1837.txt,0.59,1837.0,35204.751,212363.78,0.0,0
0.59_1841.txt,0.59,1841.0,35204.751,210016.928,1.0,0
0.59_1845.txt,0.59,1845.0,35204.751,207473.172,0.2,0
0.59_1846.txt,0.59,1846.0,35204.751,205421.796,-0.0,0
0.59_1847.txt,0.59,1847.0,35204.751,206511.516,0.4,0
0.59_1848.txt,0.59,1848.0,35204.751,206731.508,0.1,0
0.60_1828.txt,0.6,1828.0,34640.234,210744.476,0.1,0
0.60_1834.txt,0.6,1834.0,34640.234,210040.332,0.0,0
0.60_1835.txt,0.6,1835.0,34640.234,208797.284,0.1,0
0.60_1838.txt,0.6,1838.0,34640.234,208133.468,0.0,0
0.60_1840.txt,0.6,1840.0,34640.234,208045.912,0.1,0
0.60_1841.txt,0.6,1841.0,34640.234,211141.936,0.4,0
0.60_1842.txt,0.6,1842.0,34640.234,206162.816,-0.0,0
0.60_1844.txt,0.6,1844.0,34640.234,206929.364,0.3,0
0.60_1847.txt,0.6,1847.0,34640.234,207317.912,0.5,0
0.61_1827.txt,0.61,1827.0,34133.219,211796.996,0.1,0
0.61_1832.txt,0.61,1832.0,34133.219,211815.832,0.0,0
0.61_1837.txt,0.61,1837.0,34133.219,210327.196,0.1,0
0.61_1838.txt,0.61,1838.0,34133.219,211058.08,0.1,0
0.61_1843.txt,0.61,1843.0,34133.219,207972.968,-0.0,0
0.61_1844.txt,0.61,1844.0,34133.219,206745.232,0.1,0
0.61_1845.txt,0.61,1845.0,34133.219,205388.524,0.0,0
0.61_1846.txt,0.61,1846.0,34133.219,205763.84,0.5,0
0.62_1825.txt,0.62,1825.0,33628.525,215725.356,0.0,0
0.62_1827.txt,0.62,1827.0,33628.525,212627.348,0.0,0
0.62_1828.txt,0.62,1828.0,33628.525,214291.824,0.0,0
0.62_1829.txt,0.62,1829.0,33628.525,214142.36,0.7,0
0.62_1831.txt,0.62,1831.0,33628.525,212568.276,0.1,0
0.62_1836.txt,0.62,1836.0,33628.525,211217.932,0.2,0
0.62_1838.txt,0.62,1838.0,33628.525,207284.792,0.0,0
0.62_1845.txt,0.62,1845.0,33628.525,209234.984,0.6,0
0.62_1847.txt,0.62,1847.0,33628.525,207139.216,0.0,0
0.62_1849.txt,0.62,1849.0,33628.525,204321.32,0.0,0
0.64_1829.txt,0.64,1829.0,32633.446,209989.508,0.1,0
0.64_1840.txt,0.64,1840.0,32633.446,208591.58,0.0,0
0.64_1849.txt,0.64,1849.0,32633.446,205173.66,0.3,0
0.64_1850.txt,0.64,1850.0,32633.446,205565.976,0.3,0
0.66_1843.txt,0.66,1843.0,31729.564,201026.92,0.0,0
0.66_1844.txt,0.66,1844.0,31729.564,200958.244,0.2,0
0.67_1855.txt,0.67,1855.0,31293.859,195951.932,0.1,0
0.68_1852.txt,0.68,1852.0,30837.294,196106.276,0.3,0
0.70_1841_v1.txt,0.7,1841.0,30033.649,203731.672,0.2,0
0.71_1848_v1.txt,0.71,1848.0,29635.891,199026.152,0.1,0
0.72_1847_v1.txt,0.72,1847.0,29265.111,198837.196,0.0,0
